2.91, -4.74
2.41, -4.25
1.91, -3.76
1.42, -3.27
1.42, -3.27
0.92, -2.78
0.92, -2.29
1.42, -2.29
1.91, -2.29
1.42, -2.78
1.91, -2.78
2.41, -2.78
2.91, -2.78
2.91, -3.76
2.41, -3.76
2.41, -3.27
1.91, -4.25
2.41, -4.74
3.41, -5.23
3.41, -4.25
2.91, -4.25
3.41, -3.27
3.41, -2.78
3.41, -2.29
2.91, -3.27
3.91, -3.76
3.91, -4.74
3.91, -5.23
3.91, -4.25
3.41, -4.74
3.41, -3.76
3.91, -3.27
3.91, -2.78
4.41, -3.27
4.41, -4.25
4.41, -4.74
4.41, -3.76
4.91, -4.74
4.91, -3.76
4.91, -3.27
4.91, -2.78
4.91, -2.78
4.91, -4.25
5.41, -4.74
5.41, -4.25
5.41, -3.76
5.41, -2.78
5.41, -2.78
5.91, -4.74
5.91, -3.76
5.91, -3.76
5.91, -2.78
5.91, -2.78
5.91, -2.29
5.41, -3.27
5.91, -4.25
5.91, -3.27
6.41, -4.25
6.41, -3.76
6.41, -3.27
6.41, -2.78
6.41, -1.80
6.41, -1.80
6.41, 2.11
6.41, 3.09
5.91, 2.60
5.91, 2.60
6.41, 2.60
5.91, 3.09
5.91, 3.09
5.41, 2.60
5.41, 3.09
6.41, 3.58
5.91, 3.58
-1.08, -2.78
-1.58, -2.29
-2.58, -2.29
-2.58, -1.80
-2.08, -1.80
-1.58, -1.31
-2.08, -2.78
-2.58, -2.29
-3.08, -2.29
-3.58, -1.80
-3.58, -1.80
-3.08, -1.31
-3.08, -1.80
-2.08, -1.31
-1.08, -0.82
-1.08, -0.82
-1.08, -1.80
-1.08, -2.29
-1.58, -3.27
-1.58, -2.78
-2.08, -2.29
-2.58, -2.78
-3.08, -2.78
-0.58, -2.29
-1.58, -1.80
-2.58, -1.31
-0.58, -1.80
-0.08, -2.29
-0.08, -2.78
-0.58, -2.78
-0.58, -3.27
-0.08, -3.27
0.42, -2.78
0.42, -2.29
-0.08, -1.80
0.42, -1.80
-0.08, -1.31
-0.58, -1.31
-0.58, -0.82
-3.58, -1.31
-3.58, -2.29
-0.58, -0.34
-1.08, -0.34
